Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.4370E+03 .8627E+00 .4311E+00 .1006E+01 .6435E+00 .3722E+00 .1016E+01
.4380E+03 .7586E+00 .3765E+00 .8818E+00 .5658E+00 .3267E+00 .8925E+00
.4390E+03 .7313E+00 .3604E+00 .8475E+00 .5455E+00 .3142E+00 .8597E+00
.4400E+03 .8400E+00 .4112E+00 .9707E+00 .6265E+00 .3603E+00 .9868E+00
.4410E+03 .8301E+00 .4038E+00 .9567E+00 .6191E+00 .3555E+00 .9746E+00
.4420E+03 .8902E+00 .4302E+00 .1023E+01 .6640E+00 .3806E+00 .1045E+01
.4430E+03 .9045E+00 .4342E+00 .1037E+01 .6747E+00 .3860E+00 .1061E+01
.4440E+03 .8831E+00 .4214E+00 .1010E+01 .6587E+00 .3763E+00 .1035E+01
.4450E+03 .9183E+00 .4355E+00 .1047E+01 .6850E+00 .3908E+00 .1076E+01
.4460E+03 .8249E+00 .3889E+00 .9383E+00 .6153E+00 .3508E+00 .9660E+00
.4470E+03 .9396E+00 .4404E+00 .1066E+01 .7008E+00 .3991E+00 .1100E+01
.4480E+03 .9526E+00 .4436E+00 .1078E+01 .7106E+00 .4040E+00 .1115E+01
.4490E+03 .9520E+00 .4407E+00 .1075E+01 .7101E+00 .4032E+00 .1113E+01
.4500E+03 .9886E+00 .4548E+00 .1113E+01 .7374E+00 .4182E+00 .1156E+01
.4510E+03 .1027E+01 .4696E+00 .1154E+01 .7661E+00 .4339E+00 .1200E+01
.4520E+03 .9850E+00 .4477E+00 .1104E+01 .7347E+00 .4156E+00 .1150E+01
.4530E+03 .9110E+00 .4117E+00 .1018E+01 .6795E+00 .3840E+00 .1064E+01
.4540E+03 .9787E+00 .4397E+00 .1092E+01 .7300E+00 .4121E+00 .1142E+01
.4550E+03 .9734E+00 .4346E+00 .1083E+01 .7260E+00 .4093E+00 .1135E+01
.4560E+03 .1007E+01 .4470E+00 .1118E+01 .7512E+00 .4230E+00 .1174E+01
.4570E+03 .1017E+01 .4486E+00 .1126E+01 .7587E+00 .4266E+00 .1185E+01
.4580E+03 .9971E+00 .4369E+00 .1101E+01 .7437E+00 .4175E+00 .1161E+01
.4590E+03 .9908E+00 .4315E+00 .1091E+01 .7390E+00 .4143E+00 .1153E+01
.4600E+03 .9860E+00 .4266E+00 .1083E+01 .7354E+00 .4116E+00 .1147E+01
.4610E+03 .1022E+01 .4397E+00 .1120E+01 .7624E+00 .4262E+00 .1189E+01
.4620E+03 .1033E+01 .4420E+00 .1130E+01 .7707E+00 .4305E+00 .1201E+01
.4630E+03 .1038E+01 .4417E+00 .1133E+01 .7745E+00 .4323E+00 .1207E+01
.4640E+03 .1008E+01 .4267E+00 .1098E+01 .7519E+00 .4196E+00 .1172E+01
.4650E+03 .9970E+00 .4199E+00 .1084E+01 .7436E+00 .4148E+00 .1158E+01
.4660E+03 .1019E+01 .4271E+00 .1106E+01 .7604E+00 .4240E+00 .1184E+01
.4670E+03 .9755E+00 .4063E+00 .1056E+01 .7277E+00 .4053E+00 .1133E+01
.4680E+03 .1019E+01 .4221E+00 .1101E+01 .7604E+00 .4231E+00 .1183E+01
.4690E+03 .1025E+01 .4220E+00 .1105E+01 .7647E+00 .4250E+00 .1190E+01
.4700E+03 .9871E+00 .4040E+00 .1062E+01 .7363E+00 .4088E+00 .1145E+01
.4710E+03 .1005E+01 .4092E+00 .1079E+01 .7497E+00 .4160E+00 .1166E+01
.4720E+03 .1059E+01 .4287E+00 .1134E+01 .7898E+00 .4380E+00 .1228E+01
.4730E+03 .1019E+01 .4105E+00 .1089E+01 .7603E+00 .4213E+00 .1182E+01
.4740E+03 .1032E+01 .4132E+00 .1101E+01 .7700E+00 .4249E+00 .1195E+01
.4750E+03 .1068E+01 .4250E+00 .1136E+01 .7966E+00 .4371E+00 .1234E+01
.4760E+03 .1033E+01 .4086E+00 .1097E+01 .7708E+00 .4204E+00 .1191E+01
.4770E+03 .1041E+01 .4092E+00 .1103E+01 .7766E+00 .4211E+00 .1198E+01
.4780E+03 .1076E+01 .4205E+00 .1137E+01 .8027E+00 .4329E+00 .1236E+01
.4790E+03 .1057E+01 .4105E+00 .1114E+01 .7881E+00 .4227E+00 .1211E+01
.4800E+03 .1075E+01 .4154E+00 .1132E+01 .8021E+00 .4279E+00 .1230E+01
.4810E+03 .1076E+01 .4135E+00 .1130E+01 .8029E+00 .4261E+00 .1229E+01
.4820E+03 .1082E+01 .4134E+00 .1134E+01 .8067E+00 .4261E+00 .1233E+01
.4830E+03 .1070E+01 .4069E+00 .1119E+01 .7979E+00 .4195E+00 .1217E+01
.4840E+03 .1051E+01 .3978E+00 .1098E+01 .7837E+00 .4102E+00 .1194E+01
.4850E+03 .1048E+01 .3952E+00 .1093E+01 .7819E+00 .4076E+00 .1190E+01
.4860E+03 .8509E+00 .3193E+00 .8860E+00 .6346E+00 .3295E+00 .9641E+00
.4870E+03 .9539E+00 .3563E+00 .9917E+00 .7115E+00 .3678E+00 .1079E+01
.4880E+03 .1034E+01 .3841E+00 .1073E+01 .7710E+00 .3966E+00 .1168E+01
.4890E+03 .9748E+00 .3603E+00 .1010E+01 .7271E+00 .3721E+00 .1099E+01
.4900E+03 .1090E+01 .4010E+00 .1127E+01 .8133E+00 .4143E+00 .1228E+01
.4910E+03 .1049E+01 .3839E+00 .1083E+01 .7826E+00 .3967E+00 .1179E+01
.4920E+03 .1001E+01 .3646E+00 .1032E+01 .7469E+00 .3769E+00 .1124E+01
.4930E+03 .1072E+01 .3885E+00 .1103E+01 .7998E+00 .4017E+00 .1202E+01
.4940E+03 .1048E+01 .3778E+00 .1076E+01 .7816E+00 .3908E+00 .1172E+01
.4950E+03 .1114E+01 .3996E+00 .1141E+01 .8307E+00 .4135E+00 .1244E+01
.4960E+03 .1060E+01 .3785E+00 .1085E+01 .7908E+00 .3918E+00 .1183E+01
.4970E+03 .1079E+01 .3833E+00 .1102E+01 .8051E+00 .3971E+00 .1202E+01
.4980E+03 .1051E+01 .3713E+00 .1071E+01 .7839E+00 .3849E+00 .1169E+01
.4990E+03 .1052E+01 .3696E+00 .1070E+01 .7847E+00 .3835E+00 .1168E+01
.5000E+03 .1049E+01 .3667E+00 .1066E+01 .7827E+00 .3808E+00 .1164E+01
.5010E+03 .1018E+01 .3544E+00 .1033E+01 .7596E+00 .3684E+00 .1128E+01
.5020E+03 .1019E+01 .3524E+00 .1031E+01 .7599E+00 .3668E+00 .1127E+01
.5030E+03 .1067E+01 .3669E+00 .1077E+01 .7956E+00 .3823E+00 .1178E+01
.5040E+03 .9946E+00 .3399E+00 .1002E+01 .7419E+00 .3546E+00 .1097E+01
.5050E+03 .1068E+01 .3636E+00 .1075E+01 .7962E+00 .3798E+00 .1176E+01
.5060E+03 .1111E+01 .3768E+00 .1117E+01 .8289E+00 .3941E+00 .1223E+01
.5070E+03 .1064E+01 .3595E+00 .1068E+01 .7938E+00 .3766E+00 .1170E+01
.5080E+03 .1038E+01 .3495E+00 .1041E+01 .7744E+00 .3667E+00 .1141E+01
.5090E+03 .1089E+01 .3654E+00 .1091E+01 .8122E+00 .3843E+00 .1197E+01
.5100E+03 .1062E+01 .3551E+00 .1062E+01 .7919E+00 .3743E+00 .1166E+01
.5110E+03 .1082E+01 .3608E+00 .1082E+01 .8073E+00 .3813E+00 .1189E+01
.5120E+03 .1112E+01 .3693E+00 .1110E+01 .8295E+00 .3913E+00 .1221E+01
.5130E+03 .1046E+01 .3460E+00 .1043E+01 .7800E+00 .3675E+00 .1148E+01
.5140E+03 .1025E+01 .3377E+00 .1020E+01 .7642E+00 .3596E+00 .1124E+01
.5150E+03 .1055E+01 .3464E+00 .1049E+01 .7869E+00 .3701E+00 .1157E+01
.5160E+03 .1066E+01 .3486E+00 .1058E+01 .7948E+00 .3736E+00 .1168E+01
.5170E+03 .8691E+00 .2833E+00 .8622E+00 .6482E+00 .3048E+00 .9530E+00
.5180E+03 .9947E+00 .3232E+00 .9857E+00 .7420E+00 .3489E+00 .1091E+01
.5190E+03 .9648E+00 .3124E+00 .9550E+00 .7196E+00 .3384E+00 .1058E+01
.5200E+03 .1054E+01 .3401E+00 .1042E+01 .7863E+00 .3697E+00 .1156E+01
.5210E+03 .1063E+01 .3416E+00 .1049E+01 .7927E+00 .3727E+00 .1165E+01
.5220E+03 .1088E+01 .3482E+00 .1073E+01 .8112E+00 .3813E+00 .1192E+01
.5230E+03 .1026E+01 .3274E+00 .1011E+01 .7652E+00 .3600E+00 .1125E+01
.5240E+03 .1104E+01 .3510E+00 .1087E+01 .8237E+00 .3876E+00 .1211E+01
.5250E+03 .1097E+01 .3472E+00 .1078E+01 .8179E+00 .3849E+00 .1203E+01
.5260E+03 .1067E+01 .3365E+00 .1047E+01 .7958E+00 .3746E+00 .1170E+01
.5270E+03 .9339E+00 .2933E+00 .9154E+00 .6966E+00 .3277E+00 .1024E+01
.5280E+03 .1070E+01 .3347E+00 .1047E+01 .7981E+00 .3753E+00 .1173E+01
.5290E+03 .1121E+01 .3491E+00 .1095E+01 .8359E+00 .3928E+00 .1229E+01
.5300E+03 .1078E+01 .3345E+00 .1052E+01 .8040E+00 .3777E+00 .1182E+01
.5310E+03 .1138E+01 .3518E+00 .1110E+01 .8486E+00 .3985E+00 .1247E+01
.5320E+03 .1118E+01 .3445E+00 .1089E+01 .8340E+00 .3915E+00 .1225E+01
.5330E+03 .9991E+00 .3067E+00 .9722E+00 .7452E+00 .3495E+00 .1095E+01
.5340E+03 .1071E+01 .3277E+00 .1041E+01 .7988E+00 .3744E+00 .1173E+01
.5350E+03 .1088E+01 .3317E+00 .1056E+01 .8115E+00 .3798E+00 .1191E+01
.5360E+03 .1135E+01 .3450E+00 .1101E+01 .8468E+00 .3958E+00 .1243E+01
.5370E+03 .1051E+01 .3184E+00 .1019E+01 .7841E+00 .3659E+00 .1150E+01
.5380E+03 .1105E+01 .3333E+00 .1069E+01 .8239E+00 .3838E+00 .1208E+01
.5390E+03 .1078E+01 .3241E+00 .1042E+01 .8041E+00 .3739E+00 .1178E+01
.5400E+03 .1042E+01 .3119E+00 .1006E+01 .7770E+00 .3605E+00 .1137E+01
.5410E+03 .1002E+01 .2987E+00 .9661E+00 .7474E+00 .3458E+00 .1093E+01
.5420E+03 .1091E+01 .3240E+00 .1051E+01 .8141E+00 .3757E+00 .1190E+01
.5430E+03 .1074E+01 .3178E+00 .1033E+01 .8013E+00 .3691E+00 .1170E+01
.5440E+03 .1113E+01 .3277E+00 .1069E+01 .8299E+00 .3812E+00 .1211E+01
.5450E+03 .1088E+01 .3192E+00 .1044E+01 .8116E+00 .3717E+00 .1183E+01
.5460E+03 .1079E+01 .3151E+00 .1034E+01 .8045E+00 .3674E+00 .1172E+01
.5470E+03 .1094E+01 .3182E+00 .1047E+01 .8157E+00 .3714E+00 .1187E+01
.5480E+03 .1063E+01 .3083E+00 .1016E+01 .7931E+00 .3601E+00 .1153E+01
.5490E+03 .1097E+01 .3169E+00 .1048E+01 .8184E+00 .3706E+00 .1189E+01
.5500E+03 .1089E+01 .3135E+00 .1039E+01 .8125E+00 .3668E+00 .1179E+01
.5510E+03 .1089E+01 .3121E+00 .1037E+01 .8123E+00 .3655E+00 .1178E+01
.5520E+03 .1112E+01 .3174E+00 .1058E+01 .8297E+00 .3720E+00 .1202E+01
.5530E+03 .1082E+01 .3072E+00 .1028E+01 .8068E+00 .3605E+00 .1167E+01
.5540E+03 .1104E+01 .3121E+00 .1047E+01 .8232E+00 .3665E+00 .1190E+01
.5550E+03 .1111E+01 .3126E+00 .1052E+01 .8284E+00 .3674E+00 .1196E+01
.5560E+03 .1093E+01 .3061E+00 .1034E+01 .8149E+00 .3599E+00 .1175E+01
.5570E+03 .1067E+01 .2974E+00 .1008E+01 .7956E+00 .3498E+00 .1145E+01
.5580E+03 .1091E+01 .3025E+00 .1029E+01 .8134E+00 .3559E+00 .1169E+01
.5590E+03 .1033E+01 .2849E+00 .9727E+00 .7702E+00 .3351E+00 .1105E+01
.5600E+03 .1052E+01 .2888E+00 .9893E+00 .7846E+00 .3396E+00 .1124E+01
.5610E+03 .1114E+01 .3042E+00 .1046E+01 .8308E+00 .3576E+00 .1188E+01
.5620E+03 .1061E+01 .2883E+00 .9953E+00 .7917E+00 .3388E+00 .1131E+01
.5630E+03 .1102E+01 .2979E+00 .1032E+01 .8223E+00 .3498E+00 .1172E+01
.5640E+03 .1082E+01 .2908E+00 .1011E+01 .8069E+00 .3412E+00 .1148E+01
.5650E+03 .1090E+01 .2914E+00 .1017E+01 .8127E+00 .3416E+00 .1154E+01
.5660E+03 .1031E+01 .2744E+00 .9612E+00 .7692E+00 .3214E+00 .1091E+01
.5670E+03 .1100E+01 .2912E+00 .1024E+01 .8206E+00 .3407E+00 .1161E+01
.5680E+03 .1091E+01 .2871E+00 .1014E+01 .8138E+00 .3356E+00 .1149E+01
.5690E+03 .1065E+01 .2783E+00 .9875E+00 .7942E+00 .3248E+00 .1119E+01
.5700E+03 .1067E+01 .2775E+00 .9880E+00 .7957E+00 .3233E+00 .1119E+01
.5710E+03 .1033E+01 .2675E+00 .9556E+00 .7706E+00 .3111E+00 .1082E+01
.5720E+03 .1092E+01 .2810E+00 .1008E+01 .8145E+00 .3262E+00 .1141E+01
.5730E+03 .1098E+01 .2811E+00 .1012E+01 .8187E+00 .3257E+00 .1144E+01
.5740E+03 .1093E+01 .2785E+00 .1007E+01 .8152E+00 .3222E+00 .1137E+01
.5750E+03 .1069E+01 .2711E+00 .9833E+00 .7975E+00 .3130E+00 .1111E+01
.5760E+03 .1061E+01 .2679E+00 .9748E+00 .7916E+00 .3087E+00 .1100E+01
.5770E+03 .1089E+01 .2737E+00 .9990E+00 .8122E+00 .3147E+00 .1127E+01
.5780E+03 .1056E+01 .2644E+00 .9678E+00 .7878E+00 .3034E+00 .1091E+01
.5790E+03 .1072E+01 .2674E+00 .9812E+00 .7994E+00 .3064E+00 .1106E+01
.5800E+03 .1090E+01 .2710E+00 .9969E+00 .8129E+00 .3101E+00 .1123E+01
.5810E+03 .1095E+01 .2714E+00 .1001E+01 .8168E+00 .3102E+00 .1127E+01
.5820E+03 .1112E+01 .2748E+00 .1016E+01 .8296E+00 .3137E+00 .1143E+01
.5830E+03 .1124E+01 .2767E+00 .1025E+01 .8385E+00 .3156E+00 .1154E+01
.5840E+03 .1122E+01 .2752E+00 .1023E+01 .8370E+00 .3135E+00 .1151E+01
.5850E+03 .1114E+01 .2721E+00 .1014E+01 .8307E+00 .3095E+00 .1140E+01
.5860E+03 .1087E+01 .2645E+00 .9887E+00 .8111E+00 .3006E+00 .1112E+01
.5870E+03 .1112E+01 .2691E+00 .1010E+01 .8293E+00 .3055E+00 .1135E+01
.5880E+03 .1087E+01 .2612E+00 .9849E+00 .8104E+00 .2963E+00 .1107E+01
.5890E+03 .9386E+00 .2236E+00 .8487E+00 .7001E+00 .2535E+00 .9536E+00
.5900E+03 .9986E+00 .2369E+00 .9021E+00 .7448E+00 .2685E+00 .1013E+01
.5910E+03 .1068E+01 .2530E+00 .9644E+00 .7967E+00 .2864E+00 .1083E+01
.5920E+03 .1047E+01 .2466E+00 .9438E+00 .7809E+00 .2789E+00 .1060E+01
.5930E+03 .1062E+01 .2496E+00 .9572E+00 .7924E+00 .2822E+00 .1075E+01
.5940E+03 .1058E+01 .2473E+00 .9519E+00 .7890E+00 .2795E+00 .1069E+01
.5950E+03 .1045E+01 .2428E+00 .9387E+00 .7794E+00 .2744E+00 .1054E+01
.5960E+03 .1078E+01 .2503E+00 .9685E+00 .8043E+00 .2827E+00 .1087E+01
.5970E+03 .1082E+01 .2499E+00 .9706E+00 .8071E+00 .2822E+00 .1089E+01
.5980E+03 .1070E+01 .2462E+00 .9587E+00 .7979E+00 .2781E+00 .1076E+01
.5990E+03 .1071E+01 .2455E+00 .9586E+00 .7985E+00 .2773E+00 .1076E+01
.6000E+03 .1082E+01 .2474E+00 .9683E+00 .8072E+00 .2794E+00 .1087E+01
.6010E+03 .1070E+01 .2439E+00 .9568E+00 .7984E+00 .2753E+00 .1074E+01
.6020E+03 .1055E+01 .2394E+00 .9421E+00 .7869E+00 .2702E+00 .1057E+01
.6030E+03 .1078E+01 .2438E+00 .9619E+00 .8041E+00 .2751E+00 .1079E+01
.6040E+03 .1098E+01 .2474E+00 .9785E+00 .8188E+00 .2790E+00 .1098E+01
.6050E+03 .1096E+01 .2463E+00 .9765E+00 .8178E+00 .2776E+00 .1095E+01
.6060E+03 .1092E+01 .2445E+00 .9716E+00 .8142E+00 .2755E+00 .1090E+01
.6070E+03 .1099E+01 .2454E+00 .9772E+00 .8195E+00 .2764E+00 .1096E+01
.6080E+03 .1096E+01 .2440E+00 .9739E+00 .8173E+00 .2748E+00 .1092E+01
.6090E+03 .1088E+01 .2416E+00 .9664E+00 .8116E+00 .2719E+00 .1083E+01
.6100E+03 .1084E+01 .2400E+00 .9620E+00 .8085E+00 .2699E+00 .1078E+01
.6110E+03 .1079E+01 .2382E+00 .9569E+00 .8048E+00 .2678E+00 .1073E+01
.6120E+03 .1096E+01 .2412E+00 .9711E+00 .8173E+00 .2709E+00 .1088E+01
.6130E+03 .1081E+01 .2372E+00 .9571E+00 .8062E+00 .2663E+00 .1073E+01
.6140E+03 .1049E+01 .2294E+00 .9278E+00 .7822E+00 .2574E+00 .1040E+01
.6150E+03 .1088E+01 .2373E+00 .9618E+00 .8113E+00 .2660E+00 .1077E+01
.6160E+03 .1060E+01 .2304E+00 .9362E+00 .7904E+00 .2581E+00 .1048E+01
.6170E+03 .1047E+01 .2269E+00 .9241E+00 .7808E+00 .2539E+00 .1035E+01
.6180E+03 .1087E+01 .2349E+00 .9590E+00 .8108E+00 .2626E+00 .1073E+01
.6190E+03 .1093E+01 .2354E+00 .9633E+00 .8151E+00 .2629E+00 .1078E+01
.6200E+03 .1094E+01 .2348E+00 .9633E+00 .8159E+00 .2620E+00 .1078E+01
.6210E+03 .1099E+01 .2350E+00 .9672E+00 .8200E+00 .2622E+00 .1082E+01
.6220E+03 .1061E+01 .2256E+00 .9320E+00 .7911E+00 .2515E+00 .1043E+01
.6230E+03 .1054E+01 .2231E+00 .9249E+00 .7860E+00 .2486E+00 .1035E+01
.6240E+03 .1051E+01 .2219E+00 .9219E+00 .7838E+00 .2472E+00 .1031E+01
.6250E+03 .1044E+01 .2201E+00 .9158E+00 .7790E+00 .2451E+00 .1024E+01
.6260E+03 .1044E+01 .2194E+00 .9147E+00 .7786E+00 .2442E+00 .1023E+01
.6270E+03 .1075E+01 .2250E+00 .9407E+00 .8015E+00 .2505E+00 .1052E+01
.6280E+03 .1021E+01 .2112E+00 .8911E+00 .7614E+00 .2353E+00 .9967E+00
.6290E+03 .1055E+01 .2188E+00 .9213E+00 .7866E+00 .2436E+00 .1030E+01
.6300E+03 .1042E+01 .2155E+00 .9092E+00 .7769E+00 .2399E+00 .1017E+01
.6310E+03 .1059E+01 .2190E+00 .9242E+00 .7896E+00 .2438E+00 .1033E+01
.6320E+03 .1019E+01 .2104E+00 .8893E+00 .7602E+00 .2341E+00 .9943E+00
.6330E+03 .1084E+01 .2235E+00 .9457E+00 .8087E+00 .2486E+00 .1057E+01
.6340E+03 .1068E+01 .2197E+00 .9308E+00 .7964E+00 .2442E+00 .1041E+01
.6350E+03 .1081E+01 .2218E+00 .9419E+00 .8063E+00 .2466E+00 .1053E+01
.6360E+03 .1057E+01 .2163E+00 .9201E+00 .7882E+00 .2403E+00 .1028E+01
.6370E+03 .1093E+01 .2231E+00 .9511E+00 .8152E+00 .2477E+00 .1063E+01
.6380E+03 .1101E+01 .2242E+00 .9572E+00 .8210E+00 .2487E+00 .1070E+01
.6390E+03 .1096E+01 .2227E+00 .9530E+00 .8178E+00 .2469E+00 .1065E+01
.6400E+03 .1074E+01 .2176E+00 .9328E+00 .8010E+00 .2410E+00 .1042E+01
.6410E+03 .1075E+01 .2172E+00 .9331E+00 .8017E+00 .2402E+00 .1042E+01
.6420E+03 .1077E+01 .2171E+00 .9346E+00 .8035E+00 .2399E+00 .1043E+01
.6430E+03 .1089E+01 .2187E+00 .9438E+00 .8120E+00 .2413E+00 .1053E+01
.6440E+03 .1084E+01 .2172E+00 .9395E+00 .8088E+00 .2394E+00 .1048E+01
.6450E+03 .1092E+01 .2181E+00 .9458E+00 .8149E+00 .2400E+00 .1055E+01
.6460E+03 .1061E+01 .2110E+00 .9179E+00 .7916E+00 .2318E+00 .1023E+01
.6470E+03 .1056E+01 .2088E+00 .9123E+00 .7878E+00 .2292E+00 .1017E+01
.6480E+03 .1046E+01 .2061E+00 .9030E+00 .7804E+00 .2259E+00 .1006E+01
.6490E+03 .1014E+01 .1992E+00 .8748E+00 .7566E+00 .2180E+00 .9746E+00
.6500E+03 .1021E+01 .2006E+00 .8807E+00 .7617E+00 .2192E+00 .9808E+00
.6510E+03 .1086E+01 .2128E+00 .9361E+00 .8100E+00 .2323E+00 .1042E+01
.6520E+03 .1042E+01 .2028E+00 .8967E+00 .7771E+00 .2212E+00 .9984E+00
.6530E+03 .1076E+01 .2097E+00 .9267E+00 .8029E+00 .2286E+00 .1032E+01
.6540E+03 .1065E+01 .2069E+00 .9163E+00 .7944E+00 .2255E+00 .1020E+01
.6550E+03 .1016E+01 .1964E+00 .8731E+00 .7577E+00 .2140E+00 .9717E+00
.6560E+03 .8925E+00 .1723E+00 .7667E+00 .6657E+00 .1876E+00 .8533E+00
.6570E+03 .9335E+00 .1797E+00 .8015E+00 .6963E+00 .1956E+00 .8919E+00
.6580E+03 .1044E+01 .2006E+00 .8962E+00 .7789E+00 .2183E+00 .9972E+00
.6590E+03 .1049E+01 .2009E+00 .8994E+00 .7822E+00 .2185E+00 .1001E+01
.6600E+03 .1056E+01 .2016E+00 .9049E+00 .7876E+00 .2191E+00 .1007E+01
.6610E+03 .1052E+01 .2000E+00 .9010E+00 .7850E+00 .2173E+00 .1002E+01
.6620E+03 .1044E+01 .1975E+00 .8932E+00 .7791E+00 .2145E+00 .9936E+00
.6630E+03 .1047E+01 .1976E+00 .8946E+00 .7806E+00 .2143E+00 .9949E+00
.6640E+03 .1056E+01 .1992E+00 .9026E+00 .7877E+00 .2160E+00 .1004E+01
.6650E+03 .1075E+01 .2026E+00 .9186E+00 .8019E+00 .2194E+00 .1021E+01
.6660E+03 .1075E+01 .2021E+00 .9178E+00 .8015E+00 .2188E+00 .1020E+01
.6670E+03 .1067E+01 .2003E+00 .9111E+00 .7960E+00 .2167E+00 .1013E+01
.6680E+03 .1071E+01 .2006E+00 .9141E+00 .7990E+00 .2169E+00 .1016E+01
.6690E+03 .1090E+01 .2037E+00 .9297E+00 .8131E+00 .2201E+00 .1033E+01
.6700E+03 .1075E+01 .2004E+00 .9168E+00 .8022E+00 .2164E+00 .1019E+01
.6710E+03 .1074E+01 .1996E+00 .9148E+00 .8010E+00 .2155E+00 .1016E+01
.6720E+03 .1059E+01 .1964E+00 .9019E+00 .7900E+00 .2120E+00 .1002E+01
.6730E+03 .1069E+01 .1976E+00 .9095E+00 .7971E+00 .2133E+00 .1010E+01
.6740E+03 .1068E+01 .1969E+00 .9080E+00 .7963E+00 .2126E+00 .1009E+01
.6750E+03 .1059E+01 .1949E+00 .9004E+00 .7901E+00 .2104E+00 .1000E+01
.6760E+03 .1072E+01 .1967E+00 .9107E+00 .7996E+00 .2123E+00 .1012E+01
.6770E+03 .1063E+01 .1945E+00 .9022E+00 .7925E+00 .2100E+00 .1002E+01
.6780E+03 .1069E+01 .1951E+00 .9068E+00 .7970E+00 .2107E+00 .1008E+01
.6790E+03 .1060E+01 .1930E+00 .8989E+00 .7905E+00 .2086E+00 .9991E+00
.6800E+03 .1062E+01 .1929E+00 .9002E+00 .7921E+00 .2086E+00 .1001E+01
.6810E+03 .1058E+01 .1917E+00 .8966E+00 .7893E+00 .2077E+00 .9970E+00
.6820E+03 .1064E+01 .1922E+00 .9007E+00 .7934E+00 .2086E+00 .1002E+01
.6830E+03 .1053E+01 .1898E+00 .8908E+00 .7851E+00 .2065E+00 .9916E+00
.6840E+03 .1046E+01 .1882E+00 .8849E+00 .7802E+00 .2052E+00 .9855E+00
.6850E+03 .1047E+01 .1880E+00 .8855E+00 .7811E+00 .2056E+00 .9867E+00
.6860E+03 .1024E+01 .1834E+00 .8654E+00 .7638E+00 .2012E+00 .9650E+00
.6870E+03 .7593E+00 .1286E+00 .6343E+00 .5664E+00 .1423E+00 .7086E+00
.6880E+03 .8695E+00 .1501E+00 .7293E+00 .6486E+00 .1663E+00 .8149E+00
.6890E+03 .8751E+00 .1509E+00 .7338E+00 .6527E+00 .1679E+00 .8207E+00
.6900E+03 .9142E+00 .1584E+00 .7674E+00 .6819E+00 .1770E+00 .8589E+00
.6910E+03 .9500E+00 .1656E+00 .7984E+00 .7086E+00 .1861E+00 .8948E+00
.6920E+03 .9735E+00 .1704E+00 .8188E+00 .7261E+00 .1927E+00 .9189E+00
.6930E+03 .9640E+00 .1683E+00 .8104E+00 .7191E+00 .1921E+00 .9112E+00
.6940E+03 .9512E+00 .1658E+00 .7994E+00 .7095E+00 .1910E+00 .9005E+00
.6950E+03 .9712E+00 .1701E+00 .8170E+00 .7244E+00 .1977E+00 .9222E+00
.6960E+03 .9699E+00 .1696E+00 .8156E+00 .7234E+00 .1991E+00 .9226E+00
.6970E+03 .1025E+01 .1803E+00 .8629E+00 .7643E+00 .2138E+00 .9782E+00
.6980E+03 .1009E+01 .1774E+00 .8494E+00 .7525E+00 .2126E+00 .9652E+00
.6990E+03 .9883E+00 .1729E+00 .8312E+00 .7372E+00 .2101E+00 .9472E+00
.7000E+03 .9808E+00 .1715E+00 .8248E+00 .7316E+00 .2110E+00 .9426E+00
.7010E+03 .9689E+00 .1691E+00 .8145E+00 .7227E+00 .2110E+00 .9337E+00
.7020E+03 .9705E+00 .1697E+00 .8161E+00 .7239E+00 .2144E+00 .9383E+00
.7030E+03 .9761E+00 .1706E+00 .8208E+00 .7280E+00 .2189E+00 .9469E+00
.7040E+03 .1002E+01 .1757E+00 .8431E+00 .7474E+00 .2285E+00 .9760E+00
.7050E+03 .1013E+01 .1777E+00 .8522E+00 .7554E+00 .2349E+00 .9903E+00
.7060E+03 .1008E+01 .1771E+00 .8486E+00 .7519E+00 .2381E+00 .9900E+00
.7070E+03 .1004E+01 .1766E+00 .8456E+00 .7491E+00 .2410E+00 .9901E+00
.7080E+03 .1002E+01 .1762E+00 .8433E+00 .7471E+00 .2441E+00 .9912E+00
.7090E+03 .1006E+01 .1774E+00 .8474E+00 .7503E+00 .2492E+00 .9996E+00
.7100E+03 .1012E+01 .1784E+00 .8526E+00 .7551E+00 .2543E+00 .1009E+01
.7110E+03 .1011E+01 .1783E+00 .8518E+00 .7542E+00 .2577E+00 .1012E+01
.7120E+03 .1005E+01 .1774E+00 .8469E+00 .7497E+00 .2599E+00 .1010E+01
.7130E+03 .9935E+00 .1753E+00 .8371E+00 .7411E+00 .2605E+00 .1002E+01
.7140E+03 .1003E+01 .1770E+00 .8449E+00 .7479E+00 .2667E+00 .1015E+01
.7150E+03 .9688E+00 .1707E+00 .8160E+00 .7226E+00 .2609E+00 .9836E+00
.7160E+03 .9789E+00 .1725E+00 .8245E+00 .7302E+00 .2672E+00 .9973E+00
.7170E+03 .8479E+00 .1460E+00 .7107E+00 .6325E+00 .2309E+00 .8633E+00
.7180E+03 .7890E+00 .1350E+00 .6605E+00 .5885E+00 .2169E+00 .8054E+00
.7190E+03 .7118E+00 .1213E+00 .5955E+00 .5310E+00 .1979E+00 .7289E+00
.7200E+03 .7592E+00 .1294E+00 .6351E+00 .5663E+00 .2141E+00 .7804E+00
